ID,GrossMonthlyIncome,CreditCardPayment,CarPayment,StudentLoanPayments,AppraisedValue,DownPayment,LoanAmount,MonthlyMortgagePayment,CreditScore
7448,8109.00,278.00,370.00,275.00,390727.00,101589.02,289137.98,1923.64,640
7449,5941.00,255.00,356.00,403.00,368927.00,18446.35,350480.65,1673.25,783
7450,7282.00,325.00,498.00,337.00,236294.00,59073.50,177220.50,951.36,701
7451,9152.00,473.00,482.00,248.00,429012.00,77222.16,351789.84,1679.50,767
7452,8743.00,227.00,355.00,409.00,322795.00,90382.60,232412.40,1705.36,590
7453,3379.00,459.00,399.00,222.00,410007.00,118902.03,291104.97,1227.31,821
7454,3608.00,250.00,425.00,290.00,401331.00,80266.20,321064.80,1924.95,694
7455,6620.00,458.00,398.00,274.00,342197.00,41063.64,301133.36,2209.61,502
7456,2724.00,476.00,446.00,219.00,282100.00,53599.00,228501.00,963.37,827
7457,2551.00,405.00,429.00,265.00,321001.00,73830.23,247170.77,1813.65,599
7458,2304.00,254.00,353.00,401.00,495349.00,64395.37,430953.63,2313.45,708
7459,2339.00,389.00,363.00,317.00,407133.00,44784.63,362348.37,2658.78,527
7460,9894.00,490.00,494.00,409.00,284119.00,76712.13,207406.87,1243.51,660
7461,3914.00,263.00,452.00,358.00,299598.00,77895.48,221702.52,1626.77,503
7462,8653.00,310.00,458.00,408.00,420549.00,75698.82,344850.18,2294.30,604
7463,8153.00,253.00,437.00,416.00,450246.00,63034.44,387211.56,2841.22,537
7464,9922.00,269.00,494.00,362.00,286115.00,51500.70,234614.30,1721.52,580
7465,8164.00,285.00,356.00,251.00,370886.00,18544.30,352341.70,1485.49,844
7466,3216.00,273.00,473.00,321.00,254486.00,27993.46,226492.54,1506.86,646
7467,9611.00,305.00,392.00,267.00,235349.00,28241.88,207107.12,1111.80,725
7468,8887.00,406.00,498.00,205.00,333369.00,90009.63,243359.37,1161.83,776
7469,7800.00,433.00,470.00,225.00,241100.00,43398.00,197702.00,1450.67,578
7470,9212.00,488.00,492.00,293.00,309900.00,77475.00,232425.00,1109.63,798
7471,4708.00,434.00,491.00,448.00,268039.00,53607.80,214431.20,1573.42,538
7472,4346.00,324.00,466.00,424.00,289229.00,54953.51,234275.49,1404.60,698
7473,3219.00,219.00,389.00,365.00,232108.00,13926.48,218181.52,1600.94,511
7474,2294.00,223.00,467.00,355.00,412372.00,90721.84,321650.16,1356.09,834
7475,3386.00,226.00,448.00,223.00,281540.00,14077.00,267463.00,1962.55,589
7476,5796.00,452.00,492.00,209.00,254139.00,17789.73,236349.27,1572.44,622
7477,2914.00,397.00,440.00,437.00,313468.00,87771.04,225696.96,1077.51,790
7478,9572.00,289.00,431.00,275.00,330793.00,23155.51,307637.49,1468.71,776
7479,4451.00,274.00,430.00,335.00,481591.00,81870.47,399720.53,2145.79,743
7480,5038.00,475.00,363.00,405.00,459706.00,73552.96,386153.04,2833.45,568
7481,3463.00,371.00,351.00,254.00,455104.00,113776.00,341328.00,2270.86,640
7482,3869.00,283.00,365.00,315.00,283066.00,14153.30,268912.70,1973.19,525
7483,8565.00,439.00,378.00,304.00,375360.00,75072.00,300288.00,1433.62,773
7484,5958.00,481.00,490.00,294.00,359055.00,57448.80,301606.20,1271.58,826
7485,5666.00,388.00,418.00,220.00,448897.00,80801.46,368095.54,1976.02,733
7486,8929.00,401.00,417.00,293.00,359181.00,93387.06,265793.94,1593.57,668
7487,5262.00,385.00,453.00,202.00,311743.00,24939.44,286803.56,2104.46,551
7488,7336.00,397.00,416.00,349.00,482898.00,86921.64,395976.36,1669.45,814
7489,9058.00,413.00,413.00,417.00,277160.00,13858.00,263302.00,1751.75,604
7490,9426.00,404.00,482.00,355.00,254441.00,68699.07,185741.93,1235.75,619
7491,4083.00,327.00,403.00,365.00,453343.00,126936.04,326406.96,1752.22,737
7492,6160.00,233.00,350.00,425.00,272303.00,54460.60,217842.40,1169.43,732
7493,3355.00,410.00,358.00,332.00,275290.00,77081.20,198208.80,1064.03,742
7494,6078.00,483.00,412.00,348.00,316519.00,47477.85,269041.15,1974.13,571
7495,2154.00,369.00,382.00,408.00,363561.00,43627.32,319933.68,1527.41,768
7496,4092.00,323.00,449.00,314.00,414352.00,116018.56,298333.44,1257.79,820
7497,5694.00,238.00,447.00,276.00,297987.00,38738.31,259248.69,1093.00,826
7498,6561.00,352.00,497.00,371.00,258982.00,51796.40,207185.60,1520.25,573
7499,9216.00,462.00,429.00,238.00,366322.00,69601.18,296720.82,2177.23,575
7500,4492.00,418.00,406.00,349.00,352792.00,81142.16,271649.84,1458.28,739
7501,4709.00,303.00,379.00,378.00,491509.00,132707.43,358801.57,2151.20,680
7502,2898.00,241.00,391.00,421.00,284254.00,22740.32,261513.68,1918.89,567
7503,4213.00,323.00,377.00,229.00,391012.00,66472.04,324539.96,2381.36,526
7504,5145.00,423.00,467.00,236.00,464051.00,23202.55,440848.45,2643.11,684
7505,8824.00,339.00,462.00,204.00,439252.00,30747.64,408504.36,2449.19,662
7506,4939.00,490.00,422.00,219.00,367611.00,95578.86,272032.14,1146.90,848
7507,8167.00,217.00,377.00,351.00,257350.00,28308.50,229041.50,1680.63,505
7508,2547.00,418.00,447.00,449.00,313401.00,75216.24,238184.76,1278.63,706
7509,3355.00,235.00,484.00,211.00,365599.00,21935.94,343663.06,2060.43,670
7510,4807.00,466.00,450.00,251.00,238102.00,23810.20,214291.80,1425.69,648
7511,4918.00,397.00,398.00,359.00,494326.00,24716.30,469609.70,3445.83,572
7512,2429.00,237.00,494.00,201.00,349758.00,41970.96,307787.04,2047.71,619
7513,4070.00,232.00,395.00,299.00,472118.00,84981.24,387136.76,1632.18,823
7514,5962.00,438.00,480.00,411.00,458151.00,82467.18,375683.82,2252.41,653
7515,6315.00,385.00,480.00,292.00,335592.00,90609.84,244982.16,1468.79,651
7516,5918.00,356.00,382.00,346.00,370898.00,74179.60,296718.40,1778.98,655
7517,3218.00,443.00,453.00,284.00,354560.00,35456.00,319104.00,2341.47,542
7518,7876.00,388.00,442.00,292.00,302615.00,45392.25,257222.75,1228.02,781
7519,4923.00,250.00,479.00,446.00,391212.00,35209.08,356002.92,2134.42,678
7520,2153.00,239.00,366.00,359.00,418574.00,66971.84,351602.16,1482.37,845
7521,9472.00,494.00,370.00,305.00,315296.00,56753.28,258542.72,1387.91,702
7522,6185.00,290.00,408.00,263.00,245079.00,58818.96,186260.04,1366.71,512
7523,8100.00,411.00,495.00,278.00,499356.00,39948.48,459407.52,2193.28,776
7524,5920.00,390.00,474.00,323.00,241872.00,21768.48,220103.52,927.97,802
7525,9920.00,258.00,364.00,228.00,270356.00,75699.68,194656.32,929.32,771
7526,7414.00,404.00,370.00,234.00,479834.00,57580.08,422253.92,1780.24,827
7527,2361.00,309.00,373.00,243.00,232123.00,48745.83,183377.17,1345.56,552
7528,3444.00,248.00,463.00,205.00,323656.00,84150.56,239505.44,1143.44,797
7529,8699.00,201.00,472.00,434.00,277473.00,63818.79,213654.21,1567.72,554
7530,5573.00,287.00,413.00,243.00,356302.00,60571.34,295730.66,1967.50,608
7531,3866.00,203.00,469.00,361.00,429349.00,85869.80,343479.20,1448.12,827
7532,2270.00,365.00,499.00,251.00,442306.00,79615.08,362690.92,1529.12,810
7533,2019.00,419.00,489.00,444.00,440871.00,22043.55,418827.45,2248.36,736
7534,9858.00,494.00,407.00,448.00,428218.00,51386.16,376831.84,2765.06,561
7535,6454.00,380.00,429.00,421.00,434161.00,112881.86,321279.14,1724.70,719
7536,8427.00,322.00,383.00,344.00,417305.00,91807.10,325497.90,1951.52,654
7537,2497.00,453.00,411.00,283.00,432103.00,69136.48,362966.52,1530.28,814
7538,8536.00,452.00,476.00,379.00,415845.00,20792.25,395052.75,2368.54,664
7539,7105.00,343.00,411.00,391.00,291549.00,78718.23,212830.77,1276.03,653
7540,6922.00,375.00,398.00,370.00,312276.00,71823.48,240452.52,1599.74,612
7541,8479.00,373.00,429.00,274.00,326281.00,42416.53,283864.47,1701.91,662
7542,6425.00,280.00,363.00,359.00,469462.00,122060.12,347401.88,1464.66,843
7543,3699.00,383.00,370.00,231.00,407866.00,40786.60,367079.40,2442.19,606
7544,2125.00,386.00,498.00,279.00,272569.00,46336.73,226232.27,953.80,828
7545,2555.00,341.00,447.00,258.00,389472.00,105157.44,284314.56,1891.55,621
7546,8228.00,367.00,460.00,396.00,408560.00,81712.00,326848.00,1959.62,655
7547,2379.00,314.00,463.00,328.00,247638.00,14858.28,232779.72,1249.61,728
7548,5532.00,271.00,365.00,325.00,362676.00,87042.24,275633.76,1479.66,722
7549,6033.00,336.00,482.00,202.00,320908.00,22463.56,298444.44,1789.33,692
7550,9475.00,413.00,437.00,205.00,261319.00,73169.32,188149.68,1010.03,717
7551,4103.00,255.00,409.00,377.00,366131.00,73226.20,292904.80,1756.11,693
7552,5679.00,408.00,401.00,315.00,262918.00,70987.86,191930.14,916.30,757
7553,7631.00,216.00,438.00,227.00,470725.00,75316.00,395409.00,2901.37,589
7554,4922.00,260.00,473.00,429.00,244243.00,43963.74,200279.26,1469.58,586
7555,3792.00,236.00,373.00,404.00,319869.00,28788.21,291080.79,2135.85,571
7556,5038.00,497.00,378.00,424.00,277869.00,69467.25,208401.75,1118.75,703
7557,4174.00,406.00,371.00,409.00,478065.00,81271.05,396793.95,2130.08,701
7558,8728.00,446.00,480.00,407.00,394102.00,43351.22,350750.78,2102.93,659
7559,9952.00,286.00,425.00,333.00,434802.00,30436.14,404365.86,1930.50,789
7560,7288.00,213.00,481.00,269.00,283608.00,59557.68,224050.32,944.61,805
7561,8230.00,342.00,444.00,433.00,261105.00,46998.90,214106.10,1022.18,787
7562,3358.00,436.00,409.00,236.00,443890.00,115411.40,328478.60,1384.88,832
7563,4274.00,435.00,362.00,237.00,266406.00,58609.32,207796.68,992.05,751
7564,3593.00,272.00,477.00,327.00,306690.00,55204.20,251485.80,1673.14,613
7565,6252.00,232.00,495.00,249.00,270583.00,29764.13,240818.87,1602.17,617
7566,2381.00,281.00,423.00,224.00,257156.00,23144.04,234011.96,1256.23,730
7567,5293.00,407.00,380.00,270.00,240107.00,24010.70,216096.30,911.07,807
7568,3884.00,341.00,437.00,392.00,388868.00,34998.12,353869.88,1689.43,765
7569,7227.00,439.00,487.00,386.00,435034.00,21751.70,413282.30,1742.41,845
7570,5748.00,327.00,422.00,341.00,490215.00,127455.90,362759.10,2661.80,531
7571,8983.00,384.00,425.00,361.00,362755.00,90688.75,272066.25,1631.17,673
7572,6589.00,462.00,433.00,349.00,464335.00,78936.95,385398.05,2827.91,569
7573,2743.00,236.00,385.00,212.00,332789.00,49918.35,282870.65,1695.95,658
7574,9925.00,442.00,408.00,448.00,399298.00,39929.80,359368.20,2636.92,523
7575,4798.00,358.00,403.00,339.00,329014.00,26321.12,302692.88,1814.80,653
7576,6952.00,301.00,423.00,207.00,306246.00,36749.52,269496.48,1286.62,787
7577,7803.00,395.00,389.00,359.00,263848.00,47492.64,216355.36,1587.54,568
7578,2733.00,452.00,366.00,394.00,318045.00,92233.05,225811.95,1502.33,643
7579,8031.00,406.00,389.00,218.00,254678.00,17827.46,236850.54,1575.77,639
7580,7785.00,459.00,457.00,226.00,249366.00,52366.86,196999.14,830.56,828
7581,6994.00,328.00,414.00,265.00,410518.00,65682.88,344835.12,2530.28,532
7582,2864.00,491.00,475.00,403.00,413942.00,107624.92,306317.08,2247.65,600
7583,9918.00,376.00,403.00,244.00,394848.00,39484.80,355363.20,2607.53,538
7584,6034.00,428.00,417.00,321.00,333099.00,93267.72,239831.28,1595.60,618
7585,2694.00,336.00,481.00,423.00,338032.00,33803.20,304228.80,1824.01,656
7586,7881.00,367.00,465.00,335.00,377707.00,105757.96,271949.04,1995.47,522
7587,6325.00,378.00,404.00,264.00,278174.00,50071.32,228102.68,1224.50,724
7588,5546.00,266.00,492.00,357.00,403251.00,56455.14,346795.86,1655.66,762
7589,8846.00,395.00,402.00,357.00,424430.00,93374.60,331055.40,1395.74,826
7590,4748.00,333.00,353.00,352.00,265462.00,45128.54,220333.46,928.93,699
7591,6179.00,469.00,437.00,328.00,472042.00,75526.72,396515.28,1893.02,751
7592,7336.00,451.00,375.00,259.00,450511.00,36040.88,414470.12,2757.48,622
7593,8168.00,219.00,421.00,439.00,259593.00,36343.02,223249.98,1638.13,588
7594,2382.00,493.00,351.00,364.00,436135.00,61058.90,375076.10,2752.18,539
7595,3658.00,368.00,467.00,428.00,292548.00,17552.88,274995.12,2017.82,565
7596,6963.00,431.00,378.00,337.00,304698.00,48751.68,255946.32,1373.98,706
7597,5260.00,232.00,351.00,268.00,428368.00,38553.12,389814.88,2593.45,645
7598,4885.00,284.00,473.00,275.00,488201.00,24410.05,463790.95,3403.13,566
7599,2235.00,491.00,358.00,351.00,340776.00,51116.40,289659.60,2125.42,555
7600,4494.00,212.00,451.00,380.00,286718.00,51609.24,235108.76,1725.14,527
7601,2319.00,265.00,499.00,402.00,256844.00,41095.04,215748.96,1435.38,603
7602,7447.00,298.00,390.00,303.00,316076.00,60054.44,256021.56,1878.60,558
7603,2287.00,296.00,402.00,204.00,243359.00,63273.34,180085.66,1321.40,558
7604,3129.00,302.00,464.00,212.00,407361.00,118134.69,289226.31,1552.63,720
7605,9673.00,399.00,466.00,272.00,278777.00,75269.79,203507.21,1353.94,611
7606,8777.00,453.00,439.00,319.00,463479.00,106600.17,356878.83,2618.65,537
7607,6747.00,288.00,407.00,386.00,384427.00,38442.70,345984.30,1458.68,803
7608,5939.00,319.00,428.00,370.00,385553.00,61688.48,323864.52,2154.68,609
7609,2179.00,449.00,370.00,320.00,403336.00,32266.88,371069.12,2468.73,616
7610,6439.00,339.00,495.00,420.00,363470.00,83598.10,279871.90,1861.99,616
7611,8109.00,260.00,355.00,278.00,343140.00,51471.00,291669.00,1940.48,632
7612,5108.00,262.00,474.00,361.00,377448.00,71715.12,305732.88,2243.36,536
7613,7053.00,387.00,410.00,319.00,233307.00,25663.77,207643.23,1381.46,608
7614,8777.00,353.00,449.00,398.00,242951.00,51019.71,191931.29,1150.73,692
7615,3387.00,474.00,486.00,205.00,320244.00,41631.72,278612.28,2044.36,564
7616,6426.00,292.00,398.00,218.00,485313.00,72796.95,412516.05,1739.18,808
7617,7807.00,463.00,381.00,410.00,244894.00,53876.68,191017.32,1401.62,550
7618,9144.00,437.00,475.00,385.00,426897.00,59765.58,367131.42,2442.53,619
7619,9120.00,240.00,380.00,340.00,419160.00,67065.60,352094.40,1484.44,848
7620,4146.00,218.00,462.00,425.00,467216.00,51393.76,415822.24,2232.22,703
7621,9681.00,252.00,494.00,324.00,276637.00,63626.51,213010.49,1563.00,566
7622,4670.00,352.00,435.00,322.00,428717.00,85743.40,342973.60,1445.99,841
7623,9249.00,363.00,395.00,265.00,276465.00,66351.60,210113.40,1397.89,612
7624,9181.00,392.00,482.00,439.00,470023.00,47002.30,423020.70,2536.22,665
7625,9935.00,274.00,469.00,327.00,323828.00,19429.68,304398.32,1283.36,801
7626,2605.00,345.00,415.00,331.00,290791.00,34894.92,255896.08,1221.69,774
7627,5204.00,470.00,370.00,327.00,339210.00,16960.50,322249.50,1729.90,705
7628,9407.00,244.00,457.00,368.00,291408.00,17484.48,273923.52,2009.95,514
7629,7491.00,442.00,410.00,300.00,339278.00,81426.72,257851.28,1892.02,508
7630,3806.00,213.00,481.00,273.00,461729.00,78493.93,383235.07,2549.67,631
7631,3669.00,321.00,428.00,333.00,297216.00,74304.00,222912.00,1336.47,651
7632,7758.00,226.00,361.00,406.00,298120.00,86454.80,211665.20,1553.12,524
7633,4906.00,360.00,496.00,292.00,467222.00,28033.32,439188.68,3222.61,580
7634,2794.00,475.00,442.00,388.00,486036.00,24301.80,461734.20,2478.69,748
7635,6405.00,397.00,496.00,367.00,278437.00,75177.99,203259.01,1491.44,594
7636,2063.00,434.00,446.00,428.00,366266.00,73253.20,293012.80,2150.02,569
7637,8298.00,445.00,368.00,251.00,340654.00,81756.96,258897.04,1722.45,630
7638,8120.00,493.00,432.00,418.00,490200.00,63726.00,426474.00,2837.34,613
7639,4939.00,204.00,366.00,255.00,299947.00,35993.64,263953.36,1112.84,842
7640,7062.00,420.00,396.00,427.00,293204.00,55708.76,237495.24,1423.90,651
7641,2569.00,311.00,429.00,326.00,456933.00,63970.62,392962.38,1656.75,824
7642,4968.00,200.00,444.00,398.00,467538.00,135586.02,331951.98,1781.99,720
7643,8681.00,431.00,443.00,237.00,382546.00,99461.96,283084.04,2077.17,517
7644,5790.00,236.00,397.00,334.00,274959.00,79738.11,195220.89,1432.46,522
7645,7572.00,389.00,455.00,281.00,301107.00,87321.03,213785.97,1568.69,601
7646,6830.00,411.00,453.00,428.00,398985.00,63837.60,335147.40,2009.38,684
7647,3615.00,280.00,351.00,284.00,378901.00,94725.25,284175.75,1198.10,801
7648,5154.00,321.00,370.00,217.00,287745.00,63303.90,224441.10,1493.21,621
7649,5440.00,306.00,427.00,289.00,372430.00,78210.30,294219.70,2158.88,543
7650,7852.00,337.00,410.00,222.00,478382.00,105244.04,373137.96,1573.16,844
7651,8745.00,248.00,445.00,409.00,335387.00,97262.23,238124.77,1278.31,722
7652,6752.00,429.00,374.00,205.00,388961.00,27227.27,361733.73,1525.08,825
7653,6447.00,320.00,481.00,421.00,418623.00,92097.06,326525.94,1752.86,718
7654,2763.00,435.00,449.00,448.00,459217.00,105619.91,353597.09,1898.19,705
7655,9115.00,427.00,494.00,365.00,322191.00,45106.74,277084.26,2033.15,500
7656,3313.00,312.00,442.00,358.00,363356.00,47236.28,316119.72,1697.00,748
7657,8868.00,280.00,462.00,354.00,463903.00,32473.21,431429.79,1818.93,839
7658,9888.00,354.00,372.00,423.00,264273.00,26427.30,237845.70,1276.81,705
7659,4942.00,449.00,413.00,305.00,451840.00,90368.00,361472.00,1940.46,744
7660,8894.00,382.00,392.00,394.00,402236.00,76424.84,325811.16,1555.47,767
7661,6412.00,495.00,471.00,308.00,345088.00,82821.12,262266.88,1407.91,730
7662,3262.00,461.00,363.00,320.00,364836.00,32835.24,332000.76,1585.02,791
7663,3006.00,409.00,417.00,359.00,259374.00,67437.24,191936.76,1030.36,724
7664,9469.00,495.00,352.00,293.00,320608.00,54503.36,266104.64,1121.91,841
7665,6104.00,394.00,468.00,439.00,372231.00,40945.41,331285.59,1581.61,771
7666,8595.00,387.00,436.00,375.00,490128.00,112729.44,377398.56,2769.22,591
7667,9224.00,446.00,497.00,370.00,440247.00,83646.93,356600.07,2616.60,557
7668,2903.00,270.00,364.00,219.00,443937.00,22196.85,421740.15,2805.85,616
7669,9727.00,463.00,466.00,258.00,243615.00,63339.90,180275.10,860.66,791
7670,7254.00,209.00,439.00,205.00,369105.00,25837.35,343267.65,1638.81,751
7671,5873.00,482.00,429.00,218.00,411148.00,20557.40,390590.60,2598.61,632
7672,9519.00,444.00,358.00,248.00,327204.00,78528.96,248675.04,1048.42,847
7673,3079.00,293.00,396.00,379.00,264317.00,42290.72,222026.28,1629.15,505
7674,8660.00,452.00,391.00,258.00,482899.00,101408.79,381490.21,2799.24,517
7675,6119.00,413.00,431.00,337.00,432182.00,116689.14,315492.86,2098.98,604
7676,3410.00,279.00,497.00,290.00,355729.00,103161.41,252567.59,1680.34,628
7677,5828.00,325.00,431.00,271.00,333133.00,46638.62,286494.38,1367.77,790
7678,6568.00,323.00,432.00,298.00,389696.00,46763.52,342932.48,2516.32,503
7679,2892.00,312.00,460.00,406.00,472735.00,122911.10,349823.90,1474.87,823
7680,2144.00,251.00,398.00,356.00,375837.00,105234.36,270602.64,1140.87,838
7681,3369.00,446.00,370.00,376.00,387073.00,42578.03,344494.97,2291.93,613
7682,4698.00,305.00,492.00,219.00,350965.00,31586.85,319378.15,1524.76,759
7683,2217.00,465.00,361.00,307.00,481254.00,72188.10,409065.90,2721.53,622
7684,9059.00,213.00,376.00,269.00,351864.00,87966.00,263898.00,1416.66,718
7685,6095.00,477.00,350.00,281.00,238805.00,14328.30,224476.70,1071.69,784
7686,3736.00,263.00,383.00,210.00,285479.00,31402.69,254076.31,1523.32,674
7687,8173.00,389.00,374.00,374.00,397863.00,39786.30,358076.70,1709.51,771
7688,9656.00,234.00,432.00,287.00,402020.00,100505.00,301515.00,1271.20,833
7689,6241.00,275.00,421.00,399.00,370890.00,77886.90,293003.10,2149.95,503
7690,2692.00,315.00,435.00,414.00,450812.00,67621.80,383190.20,2549.37,609
7691,6022.00,206.00,400.00,243.00,266860.00,32023.20,234836.80,1723.15,565
7692,3795.00,309.00,441.00,307.00,403638.00,24218.28,379419.72,1599.65,815
7693,2083.00,233.00,498.00,299.00,257095.00,48848.05,208246.95,1528.04,580
7694,6500.00,389.00,404.00,441.00,291795.00,84620.55,207174.45,1520.17,580
7695,7726.00,263.00,399.00,436.00,480831.00,81741.27,399089.73,2655.15,645
7696,2015.00,300.00,386.00,219.00,237781.00,14266.86,223514.14,1640.07,550
7697,5825.00,212.00,457.00,291.00,483821.00,87087.78,396733.22,2378.62,658
7698,3937.00,268.00,394.00,301.00,316090.00,34769.90,281320.10,2064.23,506
7699,3135.00,452.00,439.00,224.00,493312.00,88796.16,404515.84,1931.22,768
7700,9242.00,230.00,351.00,223.00,335010.00,70352.10,264657.90,1420.74,748
7701,9896.00,326.00,439.00,244.00,372315.00,74463.00,297852.00,1255.76,839
7702,2903.00,242.00,356.00,314.00,493657.00,74048.55,419608.45,2515.76,661
7703,9306.00,249.00,383.00,370.00,460099.00,55211.88,404887.12,2427.50,601
7704,7542.00,493.00,442.00,446.00,349251.00,34925.10,314325.90,2306.41,549
7705,3386.00,492.00,410.00,383.00,440893.00,114632.18,326260.82,2393.99,569
7706,8901.00,362.00,437.00,255.00,402610.00,48313.20,354296.80,2599.70,575
7707,9585.00,429.00,403.00,266.00,369608.00,88705.92,280902.08,1868.85,626
7708,5309.00,262.00,369.00,306.00,232795.00,67510.55,165284.45,789.09,769
7709,5660.00,360.00,493.00,213.00,317358.00,44430.12,272927.88,2002.65,562
7710,2309.00,412.00,374.00,358.00,328079.00,62335.01,265743.99,1426.57,710
7711,8691.00,270.00,474.00,354.00,298088.00,77502.88,220585.12,1184.15,711
7712,4012.00,437.00,384.00,401.00,264856.00,31782.72,233073.28,1550.64,619
7713,3324.00,395.00,362.00,306.00,258969.00,67331.94,191637.06,1406.16,597
7714,9709.00,301.00,419.00,285.00,365401.00,32886.09,332514.91,2439.88,506
7715,8715.00,265.00,465.00,233.00,480248.00,28814.88,451433.12,3003.40,625
7716,3146.00,420.00,380.00,385.00,273106.00,27310.60,245795.40,1635.28,611
